countrycode,country,city,year,subject,value,unit
BEL,Belgium,Brussels,2013,Population of the city area (persons),"1,151,105.00",Persons
BEL,Belgium,Brussels,2013,Labour productivity,"132,937.10",US Dollar
BEL,Belgium,Brussels,2013,Population density of the city area (persons per km2),"7,085.03",Ratio
BEL,Belgium,Brussels,2013,Total land area of the city (km2),162.47,Square kilometres
BEL,Belgium,Brussels,2014,Total population of the metropolitan area (persons),"2,588,102.00",Persons
BEL,Belgium,Brussels,2014,Population density (persons per km2),792.51,Ratio
BEL,Belgium,Brussels,2014,Total land area (km2),"3,265.70",Square kilometres
BEL,Belgium,Brussels,2014,Employment (persons),"1,037,843.00",Persons
BEL,Belgium,Brussels,2014,Employment of the metropolitan area as a share of national value (%),22.84,Percentage
BEL,Belgium,Brussels,2014,Unemployment (persons),"138,826.00",Persons
BEL,Belgium,Brussels,2014,Unemployment of the metropolitan area as a share of national value (%),32.8,Percentage
BEL,Belgium,Brussels,2014,Metropolitan land share of national value (%),10.77,Percentage
BEL,Belgium,Brussels,2014,Green area per million people (square meters per million person),285.32,Ratio
BEL,Belgium,Brussels,2014,Population of the city area (persons),"1,167,508.00",Persons
BEL,Belgium,Brussels,2014,Population density of the city area (persons per km2),"7,185.99",Ratio
BEL,Belgium,Brussels,2014,Total land area of the city (km2),162.47,Square kilometres
HUN,Hungary,Budapest,2008,Total population of the metropolitan area (persons),"2,831,957.00",Persons
HUN,Hungary,Budapest,2008,Population density (persons per km2),467.56,Ratio
HUN,Hungary,Budapest,2008,Total land area (km2),"6,056.87",Square kilometres
HUN,Hungary,Budapest,2008,GDP (millions US$),"107,971.34",US Dollar
HUN,Hungary,Budapest,2008,GDP of the metropolitan area as a share of national value (%),47.35,Percentage
HUN,Hungary,Budapest,2008,GDP per capita (US$),"38,126.05",US Dollar
HUN,Hungary,Budapest,2008,CO2 emissions per capita  (tonnes per inhabitant),9.45,Tonnes
HUN,Hungary,Budapest,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,19.84,Micrograms per cubic metre
HUN,Hungary,Budapest,2008,Employment (persons),"1,207,048.00",Persons
HUN,Hungary,Budapest,2008,Employment of the metropolitan area as a share of national value (%),31.37,Percentage
HUN,Hungary,Budapest,2008,Unemployment (persons),"57,625.00",Persons
HUN,Hungary,Budapest,2008,Unemployment of the metropolitan area as a share of national value (%),17.66,Percentage
HUN,Hungary,Budapest,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),28,Percentage
HUN,Hungary,Budapest,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),1.9,Tonnes
HUN,Hungary,Budapest,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),37,Percentage
HUN,Hungary,Budapest,2008,CO2 emissions per capita from transport (tonnes per inhabitant),1.71,Tonnes
HUN,Hungary,Budapest,2008,Metropolitan land share of national value (%),6.51,Percentage
HUN,Hungary,Budapest,2008,Population of the city area (persons),"1,731,664.00",Persons
HUN,Hungary,Budapest,2008,Green area per million people (square meters per million person),419.17,Ratio
HUN,Hungary,Budapest,2008,Labour productivity,"89,450.74",US Dollar
HUN,Hungary,Budapest,2008,Population density of the city area (persons per km2),"3,297.28",Ratio
HUN,Hungary,Budapest,2008,CO2 emissions of the metropolitan area as a share of national value (%),44.02,Percentage
HUN,Hungary,Budapest,2008,Total land area of the city (km2),525.18,Square kilometres
HUN,Hungary,Budapest,2009,Total population of the metropolitan area (persons),"2,839,049.00",Persons
HUN,Hungary,Budapest,2009,Population density (persons per km2),468.73,Ratio
HUN,Hungary,Budapest,2009,Total land area (km2),"6,056.87",Square kilometres
HUN,Hungary,Budapest,2009,GDP (millions US$),"103,339.33",US Dollar
HUN,Hungary,Budapest,2009,GDP of the metropolitan area as a share of national value (%),48.49,Percentage
HUN,Hungary,Budapest,2009,GDP per capita (US$),"36,399.28",US Dollar
HUN,Hungary,Budapest,2009,Employment (persons),"1,182,836.00",Persons
HUN,Hungary,Budapest,2009,Employment of the metropolitan area as a share of national value (%),31.56,Percentage
HUN,Hungary,Budapest,2009,Unemployment (persons),"82,932.00",Persons
HUN,Hungary,Budapest,2009,Unemployment of the metropolitan area as a share of national value (%),19.85,Percentage
HUN,Hungary,Budapest,2009,Metropolitan land share of national value (%),6.51,Percentage
HUN,Hungary,Budapest,2009,Population of the city area (persons),"1,725,155.00",Persons
HUN,Hungary,Budapest,2009,Green area per million people (square meters per million person),418.12,Ratio
HUN,Hungary,Budapest,2009,Labour productivity,"87,365.73",US Dollar
HUN,Hungary,Budapest,2009,Population density of the city area (persons per km2),"3,284.88",Ratio
HUN,Hungary,Budapest,2009,Total land area of the city (km2),525.18,Square kilometres
HUN,Hungary,Budapest,2010,Total population of the metropolitan area (persons),"2,846,464.00",Persons
HUN,Hungary,Budapest,2010,Population density (persons per km2),469.96,Ratio
HUN,Hungary,Budapest,2010,Total land area (km2),"6,056.87",Square kilometres
HUN,Hungary,Budapest,2010,GDP (millions US$),"103,563.47",US Dollar
HUN,Hungary,Budapest,2010,GDP of the metropolitan area as a share of national value (%),48.22,Percentage
HUN,Hungary,Budapest,2010,GDP per capita (US$),"36,383.20",US Dollar
HUN,Hungary,Budapest,2010,Employment (persons),"1,160,392.00",Persons
HUN,Hungary,Budapest,2010,Employment of the metropolitan area as a share of national value (%),31.09,Percentage
HUN,Hungary,Budapest,2010,Unemployment (persons),"114,242.00",Persons
HUN,Hungary,Budapest,2010,Unemployment of the metropolitan area as a share of national value (%),24.34,Percentage
HUN,Hungary,Budapest,2010,Metropolitan land share of national value (%),6.51,Percentage
HUN,Hungary,Budapest,2010,Population of the city area (persons),"1,718,670.00",Persons
HUN,Hungary,Budapest,2010,Green area per million people (square meters per million person),417.03,Ratio
HUN,Hungary,Budapest,2010,Labour productivity,"89,248.69",US Dollar
HUN,Hungary,Budapest,2010,Population density of the city area (persons per km2),"3,272.54",Ratio
HUN,Hungary,Budapest,2010,Total land area of the city (km2),525.18,Square kilometres
HUN,Hungary,Budapest,2011,Total population of the metropolitan area (persons),"2,854,222.00",Persons
HUN,Hungary,Budapest,2011,Population density (persons per km2),471.24,Ratio
HUN,Hungary,Budapest,2011,Total land area (km2),"6,056.87",Square kilometres
HUN,Hungary,Budapest,2011,GDP (millions US$),"104,181.92",US Dollar
HUN,Hungary,Budapest,2011,GDP of the metropolitan area as a share of national value (%),47.65,Percentage
HUN,Hungary,Budapest,2011,GDP per capita (US$),"36,500.99",US Dollar
HUN,Hungary,Budapest,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,19.37,Micrograms per cubic metre
HUN,Hungary,Budapest,2011,Employment (persons),"1,172,656.00",Persons
HUN,Hungary,Budapest,2011,Employment of the metropolitan area as a share of national value (%),31.2,Percentage
HUN,Hungary,Budapest,2011,Unemployment (persons),"116,753.00",Persons
HUN,Hungary,Budapest,2011,Unemployment of the metropolitan area as a share of national value (%),25.06,Percentage
HUN,Hungary,Budapest,2011,Metropolitan land share of national value (%),6.51,Percentage
HUN,Hungary,Budapest,2011,Population of the city area (persons),"1,712,210.00",Persons
HUN,Hungary,Budapest,2011,Green area per million people (square meters per million person),415.9,Ratio
HUN,Hungary,Budapest,2011,Labour productivity,"88,842.70",US Dollar
HUN,Hungary,Budapest,2011,Population density of the city area (persons per km2),"3,260.23",Ratio
HUN,Hungary,Budapest,2011,Total land area of the city (km2),525.18,Square kilometres
HUN,Hungary,Budapest,2012,Total population of the metropolitan area (persons),"2,862,326.00",Persons
HUN,Hungary,Budapest,2012,Population density (persons per km2),472.58,Ratio
HUN,Hungary,Budapest,2012,Total land area (km2),"6,056.87",Square kilometres
HUN,Hungary,Budapest,2012,GDP (millions US$),"102,939.82",US Dollar
HUN,Hungary,Budapest,2012,GDP of the metropolitan area as a share of national value (%),47.78,Percentage
HUN,Hungary,Budapest,2012,GDP per capita (US$),"35,963.70",US Dollar
HUN,Hungary,Budapest,2012,Employment (persons),"1,207,127.00",Persons
HUN,Hungary,Budapest,2012,Employment of the metropolitan area as a share of national value (%),31.54,Percentage
HUN,Hungary,Budapest,2012,Unemployment (persons),"126,965.00",Persons
HUN,Hungary,Budapest,2012,Unemployment of the metropolitan area as a share of national value (%),26.83,Percentage
HUN,Hungary,Budapest,2012,Metropolitan land share of national value (%),6.51,Percentage
HUN,Hungary,Budapest,2012,Population of the city area (persons),"1,705,774.00",Persons
HUN,Hungary,Budapest,2012,Green area per million people (square meters per million person),414.72,Ratio
HUN,Hungary,Budapest,2012,Labour productivity,"85,276.71",US Dollar
HUN,Hungary,Budapest,2012,Population density of the city area (persons per km2),"3,247.98",Ratio
HUN,Hungary,Budapest,2012,Total land area of the city (km2),525.18,Square kilometres
HUN,Hungary,Budapest,2013,Total population of the metropolitan area (persons),"2,870,783.00",Persons
HUN,Hungary,Budapest,2013,Population density (persons per km2),473.97,Ratio
HUN,Hungary,Budapest,2013,Total land area (km2),"6,056.87",Square kilometres
HUN,Hungary,Budapest,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,16.8,Micrograms per cubic metre
HUN,Hungary,Budapest,2013,Employment (persons),"1,221,870.00",Persons
HUN,Hungary,Budapest,2013,Employment of the metropolitan area as a share of national value (%),31.39,Percentage
HUN,Hungary,Budapest,2013,Unemployment (persons),"117,220.00",Persons
HUN,Hungary,Budapest,2013,Unemployment of the metropolitan area as a share of national value (%),26.58,Percentage
HUN,Hungary,Budapest,2013,Metropolitan land share of national value (%),6.51,Percentage
HUN,Hungary,Budapest,2013,Population of the city area (persons),"1,699,362.00",Persons
HUN,Hungary,Budapest,2013,Green area per million people (square meters per million person),413.5,Ratio
HUN,Hungary,Budapest,2013,Population density of the city area (persons per km2),"3,235.77",Ratio
HUN,Hungary,Budapest,2013,Total land area of the city (km2),525.18,Square kilometres
HUN,Hungary,Budapest,2014,Total population of the metropolitan area (persons),"2,879,601.00",Persons
HUN,Hungary,Budapest,2014,Population density (persons per km2),475.43,Ratio
HUN,Hungary,Budapest,2014,Total land area (km2),"6,056.87",Square kilometres
HUN,Hungary,Budapest,2014,Employment (persons),"1,280,377.00",Persons
HUN,Hungary,Budapest,2014,Employment of the metropolitan area as a share of national value (%),31.22,Percentage
HUN,Hungary,Budapest,2014,Unemployment (persons),"84,532.00",Persons
HUN,Hungary,Budapest,2014,Unemployment of the metropolitan area as a share of national value (%),24.62,Percentage
HUN,Hungary,Budapest,2014,Metropolitan land share of national value (%),6.51,Percentage
HUN,Hungary,Budapest,2014,Population of the city area (persons),"1,692,974.00",Persons
HUN,Hungary,Budapest,2014,Green area per million people (square meters per million person),412.23,Ratio
HUN,Hungary,Budapest,2014,Population density of the city area (persons per km2),"3,223.61",Ratio
HUN,Hungary,Budapest,2014,Total land area of the city (km2),525.18,Square kilometres
DNK,Denmark,Copenhagen,2008,Total population of the metropolitan area (persons),"1,972,725.00",Persons
DNK,Denmark,Copenhagen,2008,Population density (persons per km2),483.07,Ratio
DNK,Denmark,Copenhagen,2008,Total land area (km2),"4,083.69",Square kilometres
DNK,Denmark,Copenhagen,2008,GDP (millions US$),"96,713.97",US Dollar
DNK,Denmark,Copenhagen,2008,GDP of the metropolitan area as a share of national value (%),40.22,Percentage
DNK,Denmark,Copenhagen,2008,GDP per capita (US$),"49,025.57",US Dollar
DNK,Denmark,Copenhagen,2008,CO2 emissions per capita  (tonnes per inhabitant),7.05,Tonnes
DNK,Denmark,Copenhagen,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,11.25,Micrograms per cubic metre
DNK,Denmark,Copenhagen,2008,Employment (persons),"1,049,728.00",Persons
DNK,Denmark,Copenhagen,2008,Employment of the metropolitan area as a share of national value (%),36.8,Percentage
DNK,Denmark,Copenhagen,2008,Unemployment (persons),"38,599.00",Persons
DNK,Denmark,Copenhagen,2008,Unemployment of the metropolitan area as a share of national value (%),38.07,Percentage
DNK,Denmark,Copenhagen,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),14.09,Percentage
DNK,Denmark,Copenhagen,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),35.11,Percentage
DNK,Denmark,Copenhagen,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),1.41,Tonnes
DNK,Denmark,Copenhagen,2008,Metropolitan land share of national value (%),9.48,Percentage
DNK,Denmark,Copenhagen,2008,CO2 emissions per capita from transport (tonnes per inhabitant),2.15,Tonnes
DNK,Denmark,Copenhagen,2008,Population of the city area (persons),"1,184,710.00",Persons
DNK,Denmark,Copenhagen,2008,Green area per million people (square meters per million person),386.18,Ratio
DNK,Denmark,Copenhagen,2008,Labour productivity,"92,132.41",US Dollar
DNK,Denmark,Copenhagen,2008,CO2 emissions of the metropolitan area as a share of national value (%),28.79,Percentage
DNK,Denmark,Copenhagen,2008,Population density of the city area (persons per km2),"2,282.50",Ratio
DNK,Denmark,Copenhagen,2008,Total land area of the city (km2),519.04,Square kilometres
DNK,Denmark,Copenhagen,2009,Total population of the metropolitan area (persons),"1,981,254.00",Persons
DNK,Denmark,Copenhagen,2009,Population density (persons per km2),485.16,Ratio
DNK,Denmark,Copenhagen,2009,Total land area (km2),"4,083.69",Square kilometres
DNK,Denmark,Copenhagen,2009,GDP (millions US$),"94,177.32",US Dollar
DNK,Denmark,Copenhagen,2009,GDP of the metropolitan area as a share of national value (%),41.27,Percentage
DNK,Denmark,Copenhagen,2009,GDP per capita (US$),"47,534.20",US Dollar
DNK,Denmark,Copenhagen,2009,Employment (persons),"1,023,002.00",Persons
DNK,Denmark,Copenhagen,2009,Employment of the metropolitan area as a share of national value (%),36.92,Percentage
DNK,Denmark,Copenhagen,2009,Unemployment (persons),"64,850.00",Persons
DNK,Denmark,Copenhagen,2009,Unemployment of the metropolitan area as a share of national value (%),36.62,Percentage
DNK,Denmark,Copenhagen,2009,Metropolitan land share of national value (%),9.48,Percentage
DNK,Denmark,Copenhagen,2009,Population of the city area (persons),"1,190,453.00",Persons
DNK,Denmark,Copenhagen,2009,Green area per million people (square meters per million person),384.52,Ratio
DNK,Denmark,Copenhagen,2009,Labour productivity,"92,059.76",US Dollar
DNK,Denmark,Copenhagen,2009,Population density of the city area (persons per km2),"2,293.57",Ratio
DNK,Denmark,Copenhagen,2009,Total land area of the city (km2),519.04,Square kilometres
DNK,Denmark,Copenhagen,2010,Total population of the metropolitan area (persons),"1,989,871.00",Persons
DNK,Denmark,Copenhagen,2010,Population density (persons per km2),487.27,Ratio
DNK,Denmark,Copenhagen,2010,Total land area (km2),"4,083.69",Square kilometres
DNK,Denmark,Copenhagen,2010,GDP (millions US$),"98,292.06",US Dollar
DNK,Denmark,Copenhagen,2010,GDP of the metropolitan area as a share of national value (%),42.38,Percentage
DNK,Denmark,Copenhagen,2010,GDP per capita (US$),"49,396.20",US Dollar
DNK,Denmark,Copenhagen,2010,Employment (persons),"1,013,374.00",Persons
DNK,Denmark,Copenhagen,2010,Employment of the metropolitan area as a share of national value (%),37.45,Percentage
DNK,Denmark,Copenhagen,2010,Unemployment (persons),"84,728.00",Persons
DNK,Denmark,Copenhagen,2010,Unemployment of the metropolitan area as a share of national value (%),38.81,Percentage
DNK,Denmark,Copenhagen,2010,Metropolitan land share of national value (%),9.48,Percentage
DNK,Denmark,Copenhagen,2010,Population of the city area (persons),"1,196,241.00",Persons
DNK,Denmark,Copenhagen,2010,Green area per million people (square meters per million person),382.85,Ratio
DNK,Denmark,Copenhagen,2010,Labour productivity,"96,994.85",US Dollar
DNK,Denmark,Copenhagen,2010,Population density of the city area (persons per km2),"2,304.72",Ratio
DNK,Denmark,Copenhagen,2010,Total land area of the city (km2),519.04,Square kilometres
DNK,Denmark,Copenhagen,2011,Total population of the metropolitan area (persons),"1,998,568.00",Persons
DNK,Denmark,Copenhagen,2011,Population density (persons per km2),489.4,Ratio
DNK,Denmark,Copenhagen,2011,Total land area (km2),"4,083.69",Square kilometres
DNK,Denmark,Copenhagen,2011,GDP (millions US$),"97,790.14",US Dollar
DNK,Denmark,Copenhagen,2011,GDP of the metropolitan area as a share of national value (%),41.68,Percentage
DNK,Denmark,Copenhagen,2011,GDP per capita (US$),"48,930.10",US Dollar
DNK,Denmark,Copenhagen,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,13.12,Micrograms per cubic metre
DNK,Denmark,Copenhagen,2011,Employment (persons),"1,013,485.00",Persons
DNK,Denmark,Copenhagen,2011,Employment of the metropolitan area as a share of national value (%),37.5,Percentage
DNK,Denmark,Copenhagen,2011,Unemployment (persons),"89,272.00",Persons
DNK,Denmark,Copenhagen,2011,Unemployment of the metropolitan area as a share of national value (%),40.32,Percentage
DNK,Denmark,Copenhagen,2011,Metropolitan land share of national value (%),9.51,Percentage
DNK,Denmark,Copenhagen,2011,Population of the city area (persons),"1,202,066.00",Persons
DNK,Denmark,Copenhagen,2011,Green area per million people (square meters per million person),381.18,Ratio
DNK,Denmark,Copenhagen,2011,Labour productivity,"96,488.98",US Dollar
DNK,Denmark,Copenhagen,2011,Population density of the city area (persons per km2),"2,315.94",Ratio
DNK,Denmark,Copenhagen,2011,Total land area of the city (km2),519.04,Square kilometres
DNK,Denmark,Copenhagen,2012,Total population of the metropolitan area (persons),"2,007,352.00",Persons
DNK,Denmark,Copenhagen,2012,Population density (persons per km2),491.55,Ratio
DNK,Denmark,Copenhagen,2012,Total land area (km2),"4,083.69",Square kilometres
DNK,Denmark,Copenhagen,2012,GDP (millions US$),"98,431.89",US Dollar
DNK,Denmark,Copenhagen,2012,GDP of the metropolitan area as a share of national value (%),42.23,Percentage
DNK,Denmark,Copenhagen,2012,GDP per capita (US$),"49,035.69",US Dollar
DNK,Denmark,Copenhagen,2012,Employment (persons),"1,012,523.00",Persons
DNK,Denmark,Copenhagen,2012,Employment of the metropolitan area as a share of national value (%),37.66,Percentage
DNK,Denmark,Copenhagen,2012,Unemployment (persons),"87,147.00",Persons
DNK,Denmark,Copenhagen,2012,Unemployment of the metropolitan area as a share of national value (%),39.83,Percentage
DNK,Denmark,Copenhagen,2012,Metropolitan land share of national value (%),9.51,Percentage
DNK,Denmark,Copenhagen,2012,Population of the city area (persons),"1,207,937.00",Persons
DNK,Denmark,Copenhagen,2012,Green area per million people (square meters per million person),379.52,Ratio
DNK,Denmark,Copenhagen,2012,Labour productivity,"97,214.47",US Dollar
DNK,Denmark,Copenhagen,2012,Population density of the city area (persons per km2),"2,327.25",Ratio
DNK,Denmark,Copenhagen,2012,Total land area of the city (km2),519.04,Square kilometres
DNK,Denmark,Copenhagen,2013,Total population of the metropolitan area (persons),"2,016,218.00",Persons
DNK,Denmark,Copenhagen,2013,Population density (persons per km2),493.72,Ratio
DNK,Denmark,Copenhagen,2013,Total land area (km2),"4,083.69",Square kilometres
DNK,Denmark,Copenhagen,2013,GDP (millions US$),"98,832.25",US Dollar
DNK,Denmark,Copenhagen,2013,GDP of the metropolitan area as a share of national value (%),42.61,Percentage
DNK,Denmark,Copenhagen,2013,GDP per capita (US$),"49,018.63",US Dollar
DNK,Denmark,Copenhagen,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,12.5,Micrograms per cubic metre
DNK,Denmark,Copenhagen,2013,Employment (persons),"1,025,862.00",Persons
DNK,Denmark,Copenhagen,2013,Employment of the metropolitan area as a share of national value (%),38.17,Percentage
DNK,Denmark,Copenhagen,2013,Unemployment (persons),"80,046.00",Persons
DNK,Denmark,Copenhagen,2013,Unemployment of the metropolitan area as a share of national value (%),39.59,Percentage
DNK,Denmark,Copenhagen,2013,Metropolitan land share of national value (%),9.51,Percentage
DNK,Denmark,Copenhagen,2013,Population of the city area (persons),"1,213,848.00",Persons
DNK,Denmark,Copenhagen,2013,Green area per million people (square meters per million person),377.85,Ratio
DNK,Denmark,Copenhagen,2013,Labour productivity,"96,340.69",US Dollar
DNK,Denmark,Copenhagen,2013,Population density of the city area (persons per km2),"2,338.64",Ratio
DNK,Denmark,Copenhagen,2013,Total land area of the city (km2),519.04,Square kilometres
DNK,Denmark,Copenhagen,2014,Total population of the metropolitan area (persons),"2,025,171.00",Persons
DNK,Denmark,Copenhagen,2014,Population density (persons per km2),495.92,Ratio
DNK,Denmark,Copenhagen,2014,Total land area (km2),"4,083.69",Square kilometres
DNK,Denmark,Copenhagen,2014,Employment (persons),"1,040,657.00",Persons
DNK,Denmark,Copenhagen,2014,Employment of the metropolitan area as a share of national value (%),38.34,Percentage
DNK,Denmark,Copenhagen,2014,Unemployment (persons),"76,906.00",Persons
DNK,Denmark,Copenhagen,2014,Unemployment of the metropolitan area as a share of national value (%),40.16,Percentage
DNK,Denmark,Copenhagen,2014,Metropolitan land share of national value (%),9.51,Percentage
DNK,Denmark,Copenhagen,2014,Population of the city area (persons),"1,219,803.00",Persons
DNK,Denmark,Copenhagen,2014,Green area per million people (square meters per million person),376.18,Ratio
DNK,Denmark,Copenhagen,2014,Population density of the city area (persons per km2),"2,350.11",Ratio
DNK,Denmark,Copenhagen,2014,Total land area of the city (km2),519.04,Square kilometres
IRL,Ireland,Dublin,2008,Total population of the metropolitan area (persons),"1,577,672.00",Persons
IRL,Ireland,Dublin,2008,Population density (persons per km2),330.94,Ratio
IRL,Ireland,Dublin,2008,Total land area (km2),"4,767.19",Square kilometres
IRL,Ireland,Dublin,2008,GDP (millions US$),"99,497.15",US Dollar
IRL,Ireland,Dublin,2008,GDP of the metropolitan area as a share of national value (%),47.49,Percentage
IRL,Ireland,Dublin,2008,GDP per capita (US$),"63,065.80",US Dollar
IRL,Ireland,Dublin,2008,CO2 emissions per capita  (tonnes per inhabitant),12.37,Tonnes
IRL,Ireland,Dublin,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,7.2,Micrograms per cubic metre
IRL,Ireland,Dublin,2008,Employment (persons),"823,464.00",Persons
IRL,Ireland,Dublin,2008,Employment of the metropolitan area as a share of national value (%),38.69,Percentage
IRL,Ireland,Dublin,2008,Unemployment (persons),"50,010.00",Persons
IRL,Ireland,Dublin,2008,Unemployment of the metropolitan area as a share of national value (%),34.37,Percentage
IRL,Ireland,Dublin,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),28.35,Percentage
IRL,Ireland,Dublin,2008,Metropolitan land share of national value (%),6.97,Percentage
IRL,Ireland,Dublin,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),2.4,Tonnes
IRL,Ireland,Dublin,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),47.88,Percentage
IRL,Ireland,Dublin,2008,CO2 emissions per capita from transport (tonnes per inhabitant),4.01,Tonnes
IRL,Ireland,Dublin,2008,Population of the city area (persons),"1,201,817.00",Persons
IRL,Ireland,Dublin,2008,Green area per million people (square meters per million person),22.72,Ratio
IRL,Ireland,Dublin,2008,Total land area of the city (km2),925.58,Square kilometres
IRL,Ireland,Dublin,2008,Population density of the city area (persons per km2),"1,298.45",Ratio
IRL,Ireland,Dublin,2008,Labour productivity,"120,827.56",US Dollar
IRL,Ireland,Dublin,2008,CO2 emissions of the metropolitan area as a share of national value (%),36.19,Percentage
IRL,Ireland,Dublin,2009,Total population of the metropolitan area (persons),"1,612,558.00",Persons
IRL,Ireland,Dublin,2009,Population density (persons per km2),338.26,Ratio
IRL,Ireland,Dublin,2009,Total land area (km2),"4,767.19",Square kilometres
IRL,Ireland,Dublin,2009,GDP (millions US$),"92,792.60",US Dollar
IRL,Ireland,Dublin,2009,GDP of the metropolitan area as a share of national value (%),47.3,Percentage
IRL,Ireland,Dublin,2009,GDP per capita (US$),"57,543.73",US Dollar
IRL,Ireland,Dublin,2009,Employment (persons),"762,093.00",Persons
IRL,Ireland,Dublin,2009,Employment of the metropolitan area as a share of national value (%),38.86,Percentage
IRL,Ireland,Dublin,2009,Unemployment (persons),"90,429.00",Persons
IRL,Ireland,Dublin,2009,Unemployment of the metropolitan area as a share of national value (%),33.78,Percentage
IRL,Ireland,Dublin,2009,Metropolitan land share of national value (%),6.97,Percentage
IRL,Ireland,Dublin,2009,Population of the city area (persons),"1,223,564.00",Persons
IRL,Ireland,Dublin,2009,Green area per million people (square meters per million person),22.23,Ratio
IRL,Ireland,Dublin,2009,Total land area of the city (km2),925.58,Square kilometres
IRL,Ireland,Dublin,2009,Population density of the city area (persons per km2),"1,321.94",Ratio
IRL,Ireland,Dublin,2009,Labour productivity,"121,760.21",US Dollar
IRL,Ireland,Dublin,2010,Total population of the metropolitan area (persons),"1,650,202.00",Persons
IRL,Ireland,Dublin,2010,Population density (persons per km2),346.16,Ratio
IRL,Ireland,Dublin,2010,Total land area (km2),"4,767.19",Square kilometres
IRL,Ireland,Dublin,2010,GDP (millions US$),"94,513.19",US Dollar
IRL,Ireland,Dublin,2010,GDP of the metropolitan area as a share of national value (%),48.31,Percentage
IRL,Ireland,Dublin,2010,GDP per capita (US$),"57,273.71",US Dollar
IRL,Ireland,Dublin,2010,Employment (persons),"735,183.00",Persons
IRL,Ireland,Dublin,2010,Employment of the metropolitan area as a share of national value (%),39.06,Percentage
IRL,Ireland,Dublin,2010,Unemployment (persons),"102,128.00",Persons
IRL,Ireland,Dublin,2010,Unemployment of the metropolitan area as a share of national value (%),33.74,Percentage
IRL,Ireland,Dublin,2010,Metropolitan land share of national value (%),6.97,Percentage
IRL,Ireland,Dublin,2010,Population of the city area (persons),"1,247,230.00",Persons
IRL,Ireland,Dublin,2010,Green area per million people (square meters per million person),21.72,Ratio
IRL,Ireland,Dublin,2010,Total land area of the city (km2),925.58,Square kilometres
IRL,Ireland,Dublin,2010,Population density of the city area (persons per km2),"1,347.51",Ratio
IRL,Ireland,Dublin,2010,Labour productivity,"128,557.37",US Dollar
IRL,Ireland,Dublin,2011,Total population of the metropolitan area (persons),"1,690,947.00",Persons
IRL,Ireland,Dublin,2011,Population density (persons per km2),354.71,Ratio
IRL,Ireland,Dublin,2011,Total land area (km2),"4,767.19",Square kilometres
IRL,Ireland,Dublin,2011,GDP (millions US$),"95,024.13",US Dollar
IRL,Ireland,Dublin,2011,GDP of the metropolitan area as a share of national value (%),47.26,Percentage
IRL,Ireland,Dublin,2011,GDP per capita (US$),"56,195.80",US Dollar
IRL,Ireland,Dublin,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,5.72,Micrograms per cubic metre
IRL,Ireland,Dublin,2011,Employment (persons),"722,627.00",Persons
IRL,Ireland,Dublin,2011,Employment of the metropolitan area as a share of national value (%),39.08,Percentage
IRL,Ireland,Dublin,2011,Unemployment (persons),"106,611.00",Persons
IRL,Ireland,Dublin,2011,Unemployment of the metropolitan area as a share of national value (%),33.66,Percentage
IRL,Ireland,Dublin,2011,Metropolitan land share of national value (%),6.97,Percentage
IRL,Ireland,Dublin,2011,Population of the city area (persons),"1,273,069.00",Persons
IRL,Ireland,Dublin,2011,Green area per million people (square meters per million person),21.2,Ratio
IRL,Ireland,Dublin,2011,Total land area of the city (km2),925.58,Square kilometres
IRL,Ireland,Dublin,2011,Population density of the city area (persons per km2),"1,375.43",Ratio
IRL,Ireland,Dublin,2011,Labour productivity,"131,498.17",US Dollar
IRL,Ireland,Dublin,2012,Total population of the metropolitan area (persons),"1,735,182.00",Persons
IRL,Ireland,Dublin,2012,Population density (persons per km2),363.98,Ratio
IRL,Ireland,Dublin,2012,Total land area (km2),"4,767.19",Square kilometres
IRL,Ireland,Dublin,2012,GDP (millions US$),"95,902.65",US Dollar
IRL,Ireland,Dublin,2012,GDP of the metropolitan area as a share of national value (%),47.85,Percentage
IRL,Ireland,Dublin,2012,GDP per capita (US$),"55,269.51",US Dollar
IRL,Ireland,Dublin,2012,Employment (persons),"722,614.00",Persons
IRL,Ireland,Dublin,2012,Employment of the metropolitan area as a share of national value (%),39.32,Percentage
IRL,Ireland,Dublin,2012,Unemployment (persons),"104,713.00",Persons
