countrycode,country,city,year,subject,value
BGR,Bulgaria,Sofia,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",49
BGR,Bulgaria,Sofia,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
BGR,Bulgaria,Sofia,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
BGR,Bulgaria,Sofia,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
BGR,Bulgaria,Sofia,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
BGR,Bulgaria,Sofia,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
BGR,Bulgaria,Sofia,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
SWE,Sweden,Stockholm,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",46.4
SWE,Sweden,Stockholm,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
SWE,Sweden,Stockholm,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",46.3
SWE,Sweden,Stockholm,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",45.9
SWE,Sweden,Stockholm,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
SWE,Sweden,Stockholm,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
SWE,Sweden,Stockholm,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
SWE,Sweden,Stockholm,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
SWE,Sweden,Stockholm,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
SWE,Sweden,Stockholm,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
EST,Estionia,Tallinn,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",48.4
EST,Estionia,Tallinn,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
EST,Estionia,Tallinn,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
EST,Estionia,Tallinn,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",49
EST,Estionia,Tallinn,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
EST,Estionia,Tallinn,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
EST,Estionia,Tallinn,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",51.2
EST,Estionia,Tallinn,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",50.7
EST,Estionia,Tallinn,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",51.4
EST,Estionia,Tallinn,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",24.2
AUT,Austria,Vienna,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
AUT,Austria,Vienna,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",50.1
LTU,Lithuania,Vilnius,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",56.1
LTU,Lithuania,Vilnius,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
LTU,Lithuania,Vilnius,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",59.4
LTU,Lithuania,Vilnius,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",60.2
LTU,Lithuania,Vilnius,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",45.5
POL,Poland,Warsaw,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
POL,Poland,Warsaw,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",35.1
HRV,Croatia,Zagreb,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
HRV,Croatia,Zagreb,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",35.1
HRV,Croatia,Zagreb,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",35.1
HRV,Croatia,Zagreb,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
